#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description,
803,CVE-2017-18211,476,,,2018-03-01,2020-09-08,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,In ImageMagick 7.0.7,
894,CVE-2017-14626,476,,,2017-09-21,2020-09-08,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,ImageMagick 7.0.7-0 Q16 has a NULL Pointer Dereference vulnerability in the function sixel_decode in coders/sixel.c.,
895,CVE-2017-14625,476,,,2017-09-21,2020-09-08,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,ImageMagick 7.0.7-0 Q16 has a NULL Pointer Dereference vulnerability in the function sixel_output_create in coders/sixel.c.,
896,CVE-2017-14624,476,,,2017-09-21,2020-09-08,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,ImageMagick 7.0.7-0 Q16 has a NULL Pointer Dereference vulnerability in the function PostscriptDelegateMessage in coders/ps.c.,
897,CVE-2017-14532,476,,,2017-09-18,2020-09-08,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,ImageMagick 7.0.7-0 has a NULL Pointer Dereference in TIFFIgnoreTags in coders/tiff.c.,
155,CVE-2020-14500,476,,,2020-08-25,2020-09-02,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Secomea GateManager all versions prior to 9.2c,
330,CVE-2019-16092,476,,,2019-09-08,2020-09-01,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Symonics libmysofa 0.7 has a NULL pointer dereference in getHrtf in hrtf/reader.c.,
616,CVE-2018-16657,476,,DoS Exec Code,2018-09-07,2020-08-24,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,In Kamailio before 5.0.7 and 5.1.x before 5.1.4,
1280,CVE-2015-0573,476,,DoS,2016-08-07,2020-08-04,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,drivers/media/platform/msm/broadcast/tsc.c in the TSC driver for the Linux kernel 3.x,
255,CVE-2019-20914,476,,,2020-07-16,2020-07-22,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,An issue was discovered in GNU LibreDWG through 0.9.3. There is a NULL pointer dereference in the function dwg_encode_common_entity_handle_data in common_entity_handle_data.spec.,
474,CVE-2019-8045,476,,Exec Code,2019-08-20,2020-07-06,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Adobe Acrobat and Reader versions 2019.012.20035 and earlier,
475,CVE-2019-8017,476,,Exec Code,2019-08-20,2020-07-06,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Adobe Acrobat and Reader versions 2019.012.20035 and earlier,
476,CVE-2019-8006,476,,Exec Code,2019-08-20,2020-07-06,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Adobe Acrobat and Reader versions 2019.012.20035 and earlier,
986,CVE-2017-9105,476,,Exec Code,2020-06-18,2020-07-02,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,An issue was discovered in adns before 1.5.2. It corrupts a pointer when a nameserver speaks first because of a wrong number of pointer dereferences. This bug may well be exploitable as a remote code execution.,
238,CVE-2020-3660,476,,,2020-06-22,2020-06-25,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Possible null-pointer dereference can occur while parsing mp4 clip with corrupted sample table atoms in Snapdragon Auto,
510,CVE-2018-1000800,476,,,2018-09-06,2020-05-13,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,zephyr-rtos version 1.12.0 contains a NULL base pointer reference vulnerability in sys_ring_buf_put(),
235,CVE-2020-5544,476,,,2020-03-16,2020-03-19,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Null Pointer Dereference vulnerability in TCP function included in the firmware of Mitsubishi Electric MELQIC IU1 series IU1-1M20-D firmware version 1.0.7 and earlier allows remote attackers to stop the network functions or execute malware via a specially crafted packet.,
959,CVE-2017-11125,476,,,2017-07-10,2020-02-03,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,libxar.so in xar 1.6.1 has a NULL pointer dereference in the xar_get_path function in util.c.,
960,CVE-2017-11124,476,,,2017-07-10,2020-02-03,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,libxar.so in xar 1.6.1 has a NULL pointer dereference in the xar_unserialize function in archive.c.,
306,CVE-2019-18190,476,,Exec Code,2019-12-09,2019-12-12,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Trend Micro Security (Consumer) 2020 (v16.x) is affected by a vulnerability in where null pointer dereference errors result in the crash of application,
470,CVE-2019-8205,476,,Exec Code,2019-10-17,2019-10-23,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Adobe Acrobat and Reader versions ,
598,CVE-2018-17893,476,,Exec Code,2018-10-17,2019-10-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,LAquis SCADA Versions 4.1.0.3870 and prior has an untrusted pointer dereference vulnerability,
639,CVE-2018-14811,476,,Exec Code,2018-09-26,2019-10-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Fuji Electric V-Server 4.0.3.0 and prior,
722,CVE-2018-7497,476,,Exec Code,2018-05-15,2019-10-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,In Advantech WebAccess versions V8.2_20170817 and prior,
618,CVE-2018-16428,476,,,2018-09-04,2019-07-31,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,In GNOME GLib 2.56.1,
423,CVE-2019-10993,476,,Exec Code,2019-06-28,2019-07-02,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,In WebAccess/SCADA Versions 8.3.5 and prior,
756,CVE-2018-5206,476,,,2018-01-06,2019-03-12,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,When the channel topic is set without specifying a sender,
719,CVE-2018-7548,476,,,2018-02-27,2019-03-05,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,In subst.c in zsh through 5.4.2,
1289,CVE-2014-9660,476,,DoS,2015-02-08,2018-10-30,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,The _bdf_parse_glyphs function in bdf/bdflib.c in FreeType before 2.5.4 does not properly handle a missing ENDCHAR record,
619,CVE-2018-16329,476,,,2018-09-01,2018-10-25,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,In ImageMagick before 7.0.8-8,
620,CVE-2018-16328,476,,,2018-09-01,2018-10-25,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,In ImageMagick before 7.0.8-8,
952,CVE-2017-11637,476,,,2017-07-26,2018-10-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,GraphicsMagick 1.3.26 has a NULL pointer dereference in the WritePCLImage() function in coders/pcl.c during writes of monochrome images.,
650,CVE-2018-14562,476,,,2018-07-23,2018-09-20,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,An issue was discovered in libthulac.so in THULAC through 2018-02-25. A NULL pointer dereference can occur in the BasicModel class in include/cb_model.h.,
935,CVE-2017-12627,476,,,2018-03-01,2018-03-31,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,In Apache Xerces-C XML Parser library before 3.2.1,
804,CVE-2017-18210,476,,,2018-03-01,2018-03-16,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,In ImageMagick 7.0.7,
940,CVE-2017-12472,476,,,2018-02-07,2018-02-22,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,ccnl-ext-mgmt.c in CCN-lite before 2.00 allows context-dependent attackers to have unspecified impact by leveraging missing NULL pointer checks after ccnl_malloc.,
783,CVE-2017-1000471,476,,DoS Mem. Corr.,2018-01-03,2018-01-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,EmbedThis GoAhead Webserver version 4.0.0 is vulnerable to a NULL pointer dereference in the CGI handler resulting in memory corruption or denial of service.,
815,CVE-2017-17701,476,,,2017-12-15,2017-12-20,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,K7Sentry.sys 15.1.0.59 in K7 Antivirus 15.1.0309 has a NULL pointer dereference via a 0x950025c8 DeviceIoControl request.,
816,CVE-2017-17700,476,,,2017-12-15,2017-12-20,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,K7Sentry.sys 15.1.0.59 in K7 Antivirus 15.1.0309 has a NULL pointer dereference via a 0x950025a4 DeviceIoControl request.,
817,CVE-2017-17699,476,,,2017-12-15,2017-12-20,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,K7Sentry.sys 15.1.0.59 in K7 Antivirus 15.1.0309 has a NULL pointer dereference via a 0x950025ac DeviceIoControl request.,
821,CVE-2017-17465,476,,,2017-12-08,2017-12-20,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,K7Sentry.sys 15.1.0.59 in K7 Antivirus 15.1.0309 has a NULL pointer dereference via a 0x95002574 DeviceIoControl request.,
822,CVE-2017-17464,476,,,2017-12-08,2017-12-20,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,K7Sentry.sys 15.1.0.59 in K7 Antivirus 15.1.0309 has a NULL pointer dereference via a 0x95002570 DeviceIoControl request.,
967,CVE-2017-10965,476,,,2017-07-07,2017-11-05,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,An issue was discovered in Irssi before 1.0.4. When receiving messages with invalid time stamps,
1001,CVE-2017-7614,476,,DoS,2017-04-09,2017-09-19,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,elflink.c in the Binary File Descriptor (BFD) library (aka libbfd),
988,CVE-2017-9051,476,,,2017-05-18,2017-05-25,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,libav before 12.1 is vulnerable to an invalid read of size 1 due to NULL pointer dereferencing in the nsv_read_chunk function in libavformat/nsvdec.c.,
1052,CVE-2017-5668,476,,DoS Exec Code,2017-03-14,2017-03-16,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,bitlbee-libpurple before 3.5.1 allows remote attackers to cause a denial of service (NULL pointer dereference and crash) and possibly execute arbitrary code via a file transfer request for a contact that is not in the contact list. NOTE: this vulnerability exists because of an incomplete fix for CVE-2016-10189.,
1291,CVE-2014-8241,476,,DoS,2016-12-14,2016-12-20,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,XRegion in TigerVNC allows remote VNC servers to cause a denial of service (NULL pointer dereference) by leveraging failure to check a malloc return value,
1182,CVE-2016-5690,476,,,2016-12-13,2016-12-16,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,The ReadDCMImage function in DCM reader in ImageMagick before 6.9.4-5 and 7.x before 7.0.1-7 allows remote attackers to have unspecified impact via vectors involving the for statement in computing the pixel scaling table.,
1183,CVE-2016-5689,476,,,2016-12-13,2016-12-16,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,The DCM reader in ImageMagick before 6.9.4-5 and 7.x before 7.0.1-7 allows remote attackers to have unspecified impact by leveraging lack of NULL pointer checks.,
1174,CVE-2016-6692,476,,DoS,2016-10-10,2016-12-06,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,drivers/video/msm/mdss/mdss_mdp_pp.c in the Qualcomm MDSS driver in Android before 2016-10-05 allows attackers to cause a denial of service (invalid pointer access) or possibly have unspecified other impact via unknown vectors,
1206,CVE-2016-3821,476,,DoS Exec Code Mem. Corr.,2016-08-05,2016-11-28,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,libmedia in mediaserver in Android 4.x before 4.4.4,
60,CVE-2021-3543,476,,,2021-06-01,2021-06-11,7.2,None,Local,Low,Not required,Complete,Complete,Complete,A flaw null pointer dereference in the Nitro Enclaves kernel driver was found in the way that Enclaves VMs forces closures on the enclave file descriptor. A local user of a host machine could use this flaw to crash the system or escalate their privileges on the system.,
1336,CVE-2011-1229,476,,#NAME?,2011-04-13,2021-03-26,7.2,None,Local,Low,Not required,Complete,Complete,Complete,win32k.sys in the kernel-mode drivers in Microsoft Windows XP SP2 and SP3,
89,CVE-2020-35499,476,,#NAME?,2021-02-19,2021-02-25,7.2,None,Local,Low,Not required,Complete,Complete,Complete,A NULL pointer dereference flaw in Linux kernel versions prior to 5.11 may be seen if sco_sock_getsockopt function in net/bluetooth/sco.c do not have a sanity check for a socket connection,
158,CVE-2020-14356,476,,,2020-08-19,2020-11-02,7.2,None,Local,Low,Not required,Complete,Complete,Complete,A flaw null pointer dereference in the Linux kernel cgroupv2 subsystem in versions before 5.7.10 was found in the way when reboot the system. A local user could use this flaw to crash the system or escalate their privileges on the system.,
675,CVE-2018-12014,476,,,2019-02-11,2020-08-24,7.2,None,Local,Low,Not required,Complete,Complete,Complete,In all android releases(Android for MSM,
1293,CVE-2014-7826,476,,DoS +Priv,2014-11-10,2020-08-14,7.2,None,Local,Low,Not required,Complete,Complete,Complete,kernel/trace/trace_syscalls.c in the Linux kernel through 3.17.2 does not properly handle private syscall numbers during use of the ftrace subsystem,
1354,CVE-2010-2798,476,,DoS,2010-09-08,2020-08-14,7.2,None,Local,Low,Not required,Complete,Complete,Complete,The gfs2_dirent_find_space function in fs/gfs2/dir.c in the Linux kernel before 2.6.35 uses an incorrect size value in calculations associated with sentinel directory entries,
1368,CVE-2008-2812,476,,DoS +Priv,2008-07-09,2020-08-14,7.2,None,Local,Low,Not required,Complete,Complete,Complete,The Linux kernel before 2.6.25.10 does not properly perform tty operations,
1352,CVE-2010-2960,476,,DoS,2010-09-08,2020-08-11,7.2,None,Local,Low,Not required,Complete,Complete,Complete,The keyctl_session_to_parent function in security/keys/keyctl.c in the Linux kernel 2.6.35.4 and earlier expects that a certain parent session keyring exists,
1364,CVE-2009-2768,476,,DoS,2009-08-14,2020-08-07,7.2,None,Local,Low,Not required,Complete,Complete,Complete,The load_flat_shared_library function in fs/binfmt_flat.c in the flat subsystem in the Linux kernel before 2.6.31-rc6 allows local users to cause a denial of service (NULL pointer dereference and system crash) or possibly have unspecified other impact by executing a shared flat binary,
1325,CVE-2011-2525,476,,DoS,2012-02-02,2020-08-04,7.2,None,Local,Low,Not required,Complete,Complete,Complete,The qdisc_notify function in net/sched/sch_api.c in the Linux kernel before 2.6.35 does not prevent tc_fill_qdisc function calls referencing builtin (aka CQ_F_BUILTIN) Qdisc structures,
1328,CVE-2011-2184,476,,DoS,2011-09-06,2020-07-31,7.2,None,Local,Low,Not required,Complete,Complete,Complete,The key_replace_session_keyring function in security/keys/process_keys.c in the Linux kernel before 2.6.39.1 does not initialize a certain structure member,
1317,CVE-2012-1097,476,,DoS,2012-05-17,2020-07-27,7.2,None,Local,Low,Not required,Complete,Complete,Complete,The regset (aka register set) feature in the Linux kernel before 3.2.10 does not properly handle the absence of .get and .set methods,
460,CVE-2019-8755,476,,,2019-12-18,2019-12-23,7.2,None,Local,Low,Not required,Complete,Complete,Complete,A logic issue was addressed with improved restrictions. This issue is fixed in macOS Catalina 10.15. A malicious application may be able to determine kernel memory layout.,
427,CVE-2019-10600,476,,,2019-12-18,2019-12-22,7.2,None,Local,Low,Not required,Complete,Complete,Complete,Use of local variable as argument to netlink CB callback goes out of it scope when callback triggered lead to invalid stack memory in Snapdragon Auto,
492,CVE-2019-5691,476,,DoS,2019-11-09,2019-11-12,7.2,None,Local,Low,Not required,Complete,Complete,Complete,NVIDIA Windows GPU Display Driver,
1365,CVE-2009-2698,476,,DoS +Priv,2009-08-27,2019-09-05,7.2,None,Local,Low,Not required,Complete,Complete,Complete,The udp_sendmsg function in the UDP implementation in (1) net/ipv4/udp.c and (2) net/ipv6/udp.c in the Linux kernel before 2.6.19 allows local users to gain privileges or cause a denial of service (NULL pointer dereference and system crash) via vectors involving the MSG_MORE flag and a UDP socket.,
1278,CVE-2015-1721,476,,DoS +Priv,2015-06-10,2019-05-14,7.2,None,Local,Low,Not required,Complete,Complete,Complete,The kernel-mode drivers in Microsoft Windows Server 2003 SP2 and R2 SP2,
