#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description,,,,
97,CVE-2020-27484,190,,Overflow,2020-11-16,2020-12-02,6.5,None,Remote,Low,???,Partial,Partial,Partial,Garmin Forerunner 235 before 8.20 is affected by: Integer Overflow. The component is: ConnectIQ TVM. The attack vector is: To exploit the vulnerability,,,,
98,CVE-2020-27350,190,,Overflow,2020-12-10,2021-01-08,4.6,None,Local,Low,Not required,Partial,Partial,Partial,APT had several integer overflows and underflows while parsing .deb packages,,,,
99,CVE-2020-27051,190,,Overflow,2020-12-15,2020-12-17,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,In NFA_RwI93WriteMultipleBlocks of nfa_rw_api.cc,,,,
100,CVE-2020-26682,190,,Overflow,2020-10-16,2020-12-23,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,In libass 0.14.0,,,,
101,CVE-2020-25676,190,,Overflow,2020-12-08,2021-06-02,4.3,None,Remote,Medium,Not required,None,None,Partial,In CatromWeights(),,,,
102,CVE-2020-25675,190,,Overflow,2020-12-08,2021-06-02,4.3,None,Remote,Medium,Not required,None,None,Partial,In the CropImage() and CropImageToTiles() routines of MagickCore/transform.c,,,,
103,CVE-2020-25666,190,,Overflow,2020-12-08,2021-06-02,4.3,None,Remote,Medium,Not required,None,None,Partial,There are 4 places in HistogramCompare() in MagickCore/histogram.c where an integer overflow is possible during simple math calculations. This occurs in the rgb values and `count` value for a color. The patch uses casts to `ssize_t` type for these calculations,,,,
104,CVE-2020-25574,190,,DoS Overflow,2020-09-14,2020-09-22,5,None,Remote,Low,Not required,None,None,Partial,An issue was discovered in the http crate before 0.1.20 for Rust. An integer overflow in HeaderMap::reserve() could result in denial of service (e.g.,,,,
105,CVE-2020-24838,190,,Overflow,2021-02-10,2021-02-17,5,None,Remote,Low,Not required,Partial,None,None,An integer overflow has been found in the the latest version of Issuer. The total issuedCount can be zero if the parameter is overly large. An attacker can obtain the private key of the owner issued with a certain 'amount',,,,
106,CVE-2020-24397,190,,Exec Code Overflow,2020-10-02,2020-10-09,9,None,Remote,Low,???,Complete,Complete,Complete,An issue was discovered in the client side of Zoho ManageEngine Desktop Central 10.0.0.SP-534. An attacker-controlled server can trigger an integer overflow in InternetSendRequestEx and InternetSendRequestByBitrate that leads to a heap-based buffer overflow and Remote Code Execution with SYSTEM privileges.,,,,
107,CVE-2020-24213,190,,Overflow,2020-09-23,2020-10-09,5,None,Remote,Low,Not required,Partial,None,None,An integer overflow was discovered in YGOPro ygocore v13.51. Attackers can use it to leak the game server thread's memory.,,,,
108,CVE-2020-17752,190,,Overflow,2021-06-24,2021-07-01,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Integer overflow vulnerability in payable function of a smart contract implementation for an Ethereum token,,,,
109,CVE-2020-17444,190,,Overflow,2020-12-11,2020-12-14,5,None,Remote,Low,Not required,None,None,Partial,An issue was discovered in picoTCP 1.7.0. The routine for processing the next header field (and deducing whether the IPv6 extension headers are valid) doesn't check whether the header extension length field would overflow. Therefore,,,,
110,CVE-2020-17443,190,,Mem. Corr.,2020-12-11,2020-12-14,5,None,Remote,Low,Not required,None,None,Partial,An issue was discovered in picoTCP 1.7.0. The code for creating an ICMPv6 echo replies doesn't check whether the ICMPv6 echo request packet's size is shorter than 8 bytes. If the size of the incoming ICMPv6 request packet is shorter than this,,,,
111,CVE-2020-17442,190,,,2020-12-11,2020-12-14,5,None,Remote,Low,Not required,None,None,Partial,An issue was discovered in picoTCP 1.7.0. The code for parsing the hop-by-hop IPv6 extension headers does not validate the bounds of the extension header length value,,,,
112,CVE-2020-17396,190,,Exec Code Overflow,2020-08-25,2020-08-28,4.6,None,Local,Low,Not required,Partial,Partial,Partial,This vulnerability allows local attackers to escalate privileges on affected installations of Parallels Desktop 15.1.4. An attacker must first obtain the ability to execute low-privileged code on the target system in order to exploit this vulnerability. The specific flaw exists within the prl_hypervisor module. The issue results from the lack of proper validation of user-supplied data,,,,
113,CVE-2020-17360,190,,Overflow Bypass,2020-08-12,2020-09-04,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,** UNSUPPORTED WHEN ASSIGNED ** An issue was discovered in ReadyTalk Avian 1.2.0. The vm::arrayCopy method defined in classpath-common.h contains multiple boundary checks that are performed to prevent out-of-bounds memory read/write. However,,,,
114,CVE-2020-16124,190,,Overflow,2020-10-13,2020-10-22,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Integer Overflow or Wraparound vulnerability in the XML RPC library of OpenRobotics ros_comm communications packages allows unauthenticated network traffic to cause unexpected behavior. This issue affects: OpenRobotics ros_comm communications packages Noetic and prior versions. Fixed in https://github.com/ros/ros_comm/pull/2065.,,,,
115,CVE-2020-15975,190,,Overflow,2020-11-03,2021-03-11,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer overflow in SwiftShader in Google Chrome prior to 86.0.4240.75 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,,,,
116,CVE-2020-15974,190,,Overflow Bypass,2020-11-03,2021-01-30,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer overflow in Blink in Google Chrome prior to 86.0.4240.75 allowed a remote attacker to bypass site isolation via a crafted HTML page.,,,,
117,CVE-2020-15588,190,,Exec Code Overflow,2020-07-29,2021-04-21,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,An issue was discovered in the client side of Zoho ManageEngine Desktop Central 10.0.552.W. An attacker-controlled server can trigger an integer overflow in InternetSendRequestEx and InternetSendRequestByBitrate that leads to a heap-based buffer overflow and Remote Code Execution with SYSTEM privileges. This issue will occur only when untrusted communication is initiated with server. In cloud,,,,
118,CVE-2020-15137,190,,Overflow Mem. Corr. Bypass,2020-08-12,2020-08-18,3.6,None,Local,Low,Not required,Partial,None,Partial,All versions of HoRNDIS are affected by an integer overflow in the RNDIS packet parsing routines. A malicious USB device can trigger disclosure of unrelated kernel memory to userspace applications on the host,,,,
119,CVE-2020-14409,190,,Overflow,2021-01-19,2021-02-11,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,SDL (Simple DirectMedia Layer) through 2.0.12 has an Integer Overflow (and resultant SDL_memcpy heap corruption) in SDL_BlitCopy in video/SDL_blit_copy.c via a crafted .BMP file.,,,,
120,CVE-2020-14401,190,,Overflow,2020-06-17,2020-08-29,6.4,None,Remote,Low,Not required,None,Partial,Partial,An issue was discovered in LibVNCServer before 0.9.13. libvncserver/scale.c has a pixel_value integer overflow.,,,,
121,CVE-2020-14378,190,,,2020-09-30,2021-01-05,2.1,None,Local,Low,Not required,None,None,Partial,An integer underflow in dpdk versions before 18.11.10 and before 19.11.5 in the `move_desc` function can lead to large amounts of CPU cycles being eaten up in a long running loop. An attacker could cause `move_desc` to get stuck in a 4,,,,
122,CVE-2020-14363,190,,Exec Code Overflow,2020-09-11,2020-09-30,4.6,None,Local,Low,Not required,Partial,Partial,Partial,An integer overflow vulnerability leading to a double-free was found in libX11. This flaw allows a local privileged attacker to cause an application compiled with libX11 to crash,,,,
123,CVE-2020-14362,190,,Overflow,2020-09-15,2020-12-09,4.6,None,Local,Low,Not required,Partial,Partial,Partial,A flaw was found in X.Org Server before xorg-x11-server 1.20.9. An Integer underflow leading to heap-buffer overflow may lead to a privilege escalation vulnerability. The highest threat from this vulnerability is to data confidentiality and integrity as well as system availability.,,,,
124,CVE-2020-14361,190,,Overflow,2020-09-15,2020-12-09,4.6,None,Local,Low,Not required,Partial,Partial,Partial,A flaw was found in X.Org Server before xorg-x11-server 1.20.9. An Integer underflow leading to heap-buffer overflow may lead to a privilege escalation vulnerability. The highest threat from this vulnerability is to data confidentiality and integrity as well as system availability.,,,,
125,CVE-2020-14346,190,,,2020-09-15,2020-12-09,4.6,None,Local,Low,Not required,Partial,Partial,Partial,A flaw was found in xorg-x11-server before 1.20.9. An integer underflow in the X input extension protocol decoding in the X server may lead to arbitrary access of memory contents. The highest threat from this vulnerability is to data confidentiality and integrity as well as system availability.,,,,
126,CVE-2020-14344,190,,Overflow,2020-08-05,2020-12-04,4.6,None,Local,Low,Not required,Partial,Partial,Partial,An integer overflow leading to a heap-buffer overflow was found in The X Input Method (XIM) client was implemented in libX11 before version 1.6.10. As per upstream this is security relevant when setuid programs call XIM client functions while running with elevated privileges. No such programs are shipped with Red Hat Enterprise Linux.,,,,
127,CVE-2020-14311,190,,Overflow,2020-07-31,2021-05-01,3.6,None,Local,Low,Not required,None,Partial,Partial,There is an issue with grub2 before version 2.06 while handling symlink on ext filesystems. A filesystem containing a symbolic link with an inode size of UINT32_MAX causes an arithmetic overflow leading to a zero-sized memory allocation with subsequent heap-based buffer overflow.,,,,
128,CVE-2020-14310,190,,Overflow,2020-07-31,2021-05-01,3.6,None,Local,Low,Not required,None,Partial,Partial,There is an issue on grub2 before version 2.06 at function read_section_as_string(). It expects a font name to be at max UINT32_MAX - 1 length in bytes but it doesn't verify it before proceed with buffer allocation to read the value from the font value. An attacker may leverage that by crafting a malicious font file which has a name with UINT32_MAX,,,,
129,CVE-2020-14309,190,,Overflow,2020-07-30,2021-05-01,4.6,None,Local,Low,Not required,Partial,Partial,Partial,There's an issue with grub2 in all versions before 2.06 when handling squashfs filesystems containing a symbolic link with name length of UINT32 bytes in size. The name size leads to an arithmetic overflow leading to a zero-size allocation further causing a heap-based buffer overflow with attacker controlled data.,,,,
130,CVE-2020-14308,190,,Overflow,2020-07-29,2021-05-01,4.4,None,Local,Medium,Not required,Partial,Partial,Partial,In grub2 versions before 2.06 the grub memory allocator doesn't check for possible arithmetic overflows on the requested allocation size. This leads the function to return invalid memory allocations which can be further used to cause possible integrity,,,,
131,CVE-2020-14155,190,,Overflow,2020-06-15,2021-03-04,5,None,Remote,Low,Not required,None,None,Partial,libpcre in PCRE before 8.44 allows an integer overflow via a large number after a (?C substring.,,,,
132,CVE-2020-14147,190,,DoS Overflow Mem. Corr. Bypass,2020-06-15,2021-01-20,4,None,Remote,Low,???,None,None,Partial,An integer overflow in the getnum function in lua_struct.c in Redis before 6.0.3 allows context-dependent attackers with permission to run Lua code in a Redis session to cause a denial of service (memory corruption and application crash) or possibly bypass intended sandbox restrictions via a large number,,,,
133,CVE-2020-13999,190,,DoS Overflow,2020-06-15,2020-07-02,4.3,None,Remote,Medium,Not required,None,None,Partial,ScaleViewPortExtEx in libemf.cpp in libEMF (aka ECMA-234 Metafile Library) 1.0.12 allows an integer overflow and denial of service via a crafted EMF file.,,,,
134,CVE-2020-13988,190,,Overflow,2020-12-11,2020-12-16,5,None,Remote,Low,Not required,None,None,Partial,An issue was discovered in Contiki through 3.0. An Integer Overflow exists in the uIP TCP/IP Stack component when parsing TCP MSS options of IPv4 network packets in uip_process in net/ipv4/uip.c.,,,,
135,CVE-2020-13985,190,,Mem. Corr.,2020-12-11,2020-12-16,5,None,Remote,Low,Not required,None,None,Partial,An issue was discovered in Contiki through 3.0. A memory corruption vulnerability exists in the uIP TCP/IP stack component when handling RPL extension headers of IPv6 network packets in rpl_remove_header in net/rpl/rpl-ext-header.c.,,,,
136,CVE-2020-13974,190,,Overflow,2020-06-09,2021-01-04,7.2,None,Local,Low,Not required,Complete,Complete,Complete,An issue was discovered in the Linux kernel 4.4 through 5.7.1. drivers/tty/vt/keyboard.c has an integer overflow if k_ascii is called several times in a row,,,,
137,CVE-2020-13822,190,,Overflow,2020-06-04,2020-07-02,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,The Elliptic package 6.5.2 for Node.js allows ECDSA signature malleability via variations in encoding,,,,
138,CVE-2020-13603,190,,Overflow,2021-05-25,2021-05-27,4.6,None,Local,Low,Not required,Partial,Partial,Partial,Integer Overflow in memory allocating functions. Zephyr versions >= 1.14.2,,,,
139,CVE-2020-13579,190,,Exec Code Overflow Mem. Corr.,2021-02-04,2021-02-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An exploitable integer overflow vulnerability exists in the PlanMaker document parsing functionality of SoftMaker Office 2021â€™s PlanMaker application. A specially crafted document can cause the document parser perform arithmetic that may overflow which can result in an undersized heap allocation. Later when copying data from the file into this allocation,,,,
